"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"HVILE","Day Off","Day off, relax.","","","2018-10-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Transition Strength Workout","Strength","Read through the attached document and follow the instructions. The main goals here are to prevent injury by stretching the muscles that get shortened with cycling and also strengthening the overall body. Don't hesitate to ask if you've got any questions.","0.333333333333333","","2018-10-09","Let's keep doing some work over the next couple of months - but back off and make it a bit lighter. Let me know what you think, and if we want to mix in some more work we can. I'd like to see us in the big picture be back to lifting harder around December, and doing the meaty part of the workout as squats or hex bar deads followed by plyo - this is a great way to improve fast twitch recruitment, and get more out of your plyos.","","","","","","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-10-09","","38033.75","286","519","1239.716","","1.20556747913361","8.76299953460693","","86","","","","","","0.847254309716992","86.1","","","","","","","","","","","8","4","9","37","14","2","0","","","","",""
"Darebee 6 min abs","Strength","https://darebee.com/workouts/6minute-abs-workout.html","0.1","","2018-10-10","","","","","","","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hike or Jog","Run","Be active, but be smart!","1","","2018-10-10","","9143.41015625","","","570","","0.750296711921692","3.38499999046326","","83","","132","154","","","0.812372199168895","54.46","10","32","7","0","0","0","0","","","","","","","","","","","","","","",""
"Darebee 6 min abs","Strength","https://darebee.com/workouts/6minute-abs-workout.html","0.1","","2018-10-11","","","","","","","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sensations","Bike","60-90 min open ride go as you feel, enjoy!","1.25","","2018-10-11","","45691.8515625","253","514","1261.818","","1.39361190795898","9.10700035095215","","86","","132","148","","","0.727568098788859","73.26","25","63","0","0","0","0","0","","","","10","28","37","9","1","0","0","","","","",""
"Transition Strength Workout","Strength","Read through the attached document and follow the instructions. The main goals here are to prevent injury by stretching the muscles that get shortened with cycling and also strengthening the overall body. Don't hesitate to ask if you've got any questions.","0.333333333333333","","2018-10-12","Let's keep doing some work over the next couple of months - but back off and make it a bit lighter. Let me know what you think, and if we want to mix in some more work we can. I'd like to see us in the big picture be back to lifting harder around December, and doing the meaty part of the workout as squats or hex bar deads followed by plyo - this is a great way to improve fast twitch recruitment, and get more out of your plyos.","","","","","","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Darebee 6 min abs","Strength","https://darebee.com/workouts/6minute-abs-workout.html","0.1","","2018-10-12","","","","","","","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Boulder til Confier","Bike","General fitness day - totally fine to go shorter or longer.","4","","2018-10-13","","97004.0625","220","3375","2953.184"," *10/14/2018 Matti Rowe: Brutal day.  Woke up and lymph nodes were swollen - I couldn't really swallow.  I came round and headed out, but I have pinched a nerve in my right shoulder so I had shooting pain through the ride.  I've also never ridden that long in the new position, so my hamstrings, core, quads, were coming undone.  I also got lost and bonked.  Part of me liked it though.*","3.77557492256165","7.13700008392334","","83","","141","166","","","0.654801497370614","185.39","42","130","54","19","1","0","0","","","","56","89","62","19","3","1","0","","","","",""
"TT (3x10) - Flyttet på grunn av snø","Bike","Z1/Z2 warm up, gear limited to the little ring, 105+ rpm where terrain allows. Then efforts: 3x10min 300-330w, 60-70 rpm / 5min recovery between. Do as reps on lefthand.","1.16666666666667","","2018-10-14","","","","",""," *10/14/2018 Matti Rowe: On the edge, just putting my feet up.*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kinda Sick","Other","","","","2018-10-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kinda Sick","Other","","","","2018-10-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HVILE","Day Off","Day off, relax.","","","2018-10-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Active Recovery","Bike","Easy spin HR < 125 bpm","1","","2018-10-16","","34765.37109375","188","502","800.248","","1.19085478782654","8.10900020599365","","81","","115","134","","","0.543516126748471","34.94","71","1","0","0","0","0","0","","","","36","34","1","0","0","0","0","","","","",""
"Z1/Z2","Bike","Can stretch to 90 min if starting to feel better. Keep it pretty easy overall, into Z2 HR (130-140) if feeling better than yesterday.","1.25","","2018-10-17","","45795.23046875","246","564","1225.572"," *10/17/2018 Matti Rowe: Kroppen min kommer tilbake*","1.38745605945587","9.16899967193604","","84","","135","157","","","0.716311838607073","71","15","66","5","0","0","0","0","","","","9","45","21","6","2","1","0","","","","",""
"Foundation Work and Foam Rolling","Strength","This routine doesn't take a lot of time, but is challenging and works. The focus is all on the posterior chain (read back, glutes, hamstrings). This will make you a better handler on the bike, better climber, and help cut out lower back pain. These are the muscle groups that cyclists often ignore, and pay the penalty for. Follow the link to the video: http://youtu.be/4BOTvaRaDjI Do some foam rolling and stretching after the foundation routine.","0.333333333333333","","2018-10-17","Just do part of this perhaps, followed by stretching","","","","","","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sensations","Bike","60-90 min open ride go as you feel, enjoy!","1.25","","2018-10-18","Can push into Z3 a bit today, but stay below 330w today for the most part","58091.94140625","243","913","1488.083"," *10/18/2018 Matti Rowe: Hr was up for the watts, but I think I'll be back in business this Weekend*","1.70724129676819","9.45199966430664","","86","","142","165","","","0.730794441703959","90.82","12","64","16","15","1","0","0","","","","15","52","12","18","6","1","0","","","","",""
"Darebee 6 min abs","Strength","https://darebee.com/workouts/6minute-abs-workout.html","0.1","","2018-10-19","","","","","","","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Foundation Work and Foam Rolling","Strength","This routine doesn't take a lot of time, but is challenging and works. The focus is all on the posterior chain (read back, glutes, hamstrings). This will make you a better handler on the bike, better climber, and help cut out lower back pain. These are the muscle groups that cyclists often ignore, and pay the penalty for. Follow the link to the video: http://youtu.be/4BOTvaRaDjI Do some foam rolling and stretching after the foundation routine.","0.333333333333333","","2018-10-19","Just do part of this perhaps, followed by stretching","","","",""," *10/19/2018 Nate Wilson: If you're quite sore still it's totally ok to skip the run and do a ride instead. I think a good idea for weekend could be an open fall endurance style day one day, and a hike another day - but a hike, not a run. Keep getting the muscles woken back up, but not quite pound them straight back into anger.* *10/19/2018 Matti Rowe: Today I feel 100% 'pigg'. It's amazing.  Nothing like being subpar for a couple of days to feel gratitude for health. I know that's a basic bitch thing to think, but that's how I feel.*","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hike or Jog","Run","Be active, but be smart!","1","","2018-10-19","","12064.98046875","","","750"," *10/22/2018 Nate Wilson: Nice - interested to hear if you felt you fell right back into soreness, or if this was all pretty positive.* *10/22/2018 Matti Rowe: Soreness was muzzled. If anything the heat on this caught up with me and I started to tie up at the end.*","0.968376398086548","3.46099996566772","","84","","151","165","","","0.83250590525742","74.29","0","17","40","9","1","0","0","","","","","","","","","","","","","","",""
"Open Road/MTB Explore","Bike","General fitness day - totally fine to go shorter or longer.","3","","2018-10-20","","95426.421875","239","552","2490.899"," *10/22/2018 Nate Wilson: Nice little peak at that VO2 power - holding onto fitness pretty well. Even just looking at CTL you can see, it's not really like you've dropped anything in terms of ""general fitness"".*","2.91369318962097","9.09799957275391","","85","","141","178","","","0.721279365481498","151.73","19","135","30","0","2","2","0","","","","27","88","46","11","3","4","0","","","","",""
"Darebee 6 min abs","Strength","https://darebee.com/workouts/6minute-abs-workout.html","0.1","","2018-10-20","","","","","","","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Open Road/MTB Explore","Bike","General fitness day - totally fine to go shorter or longer.","1.8","","2018-10-21","","47852.44921875","255","852","1421.462"," *10/22/2018 Nate Wilson: HR settled down well as week went. Enjoy the day off - it's gorgeous out so if you want to spin EASY you could. I'm looking forward to getting you back on the TT rig tomorrow. Focus, focus - go fast - we'll look back in 6 months and see those workouts as very key.*","1.55335557460785","8.55700016021729","","82","","138","160","","","0.782155774990889","94.39","21","53","23","1","0","0","0","","","","17","14","24","29","10","2","0","","","","",""
"Open / Betsy Day","Other","OK to ride if you like, but prioritize family - just an open day, enjoy it.","","","2018-10-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ut på tur med Vesla","Run","","","","2018-10-21","","4729.7998046875","","","612","","1.43444444444444","0.915917855284179","","44","","119","162","","","0.61895296987986","57.77","53","19","11","2","0","0","0","","","","","","","","","","","","","","",""
"HVILE","Day Off","Day off, relax.","","","2018-10-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Transition Strength Workout","Strength","Read through the attached document and follow the instructions. The main goals here are to prevent injury by stretching the muscles that get shortened with cycling and also strengthening the overall body. Don't hesitate to ask if you've got any questions.","0.333333333333333","","2018-10-23","Let's keep doing some work over the next couple of months - but back off and make it a bit lighter. Let me know what you think, and if we want to mix in some more work we can. I'd like to see us in the big picture be back to lifting harder around December, and doing the meaty part of the workout as squats or hex bar deads followed by plyo - this is a great way to improve fast twitch recruitment, and get more out of your plyos.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Darebee 6 min abs","Strength","https://darebee.com/workouts/6minute-abs-workout.html","0.1","","2018-10-23","","","","","","","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TT (3x12)","Bike","Z1/Z2 warm up, gear limited to the little ring, 105+ rpm where terrain allows. Then efforts: 3x12min 300-330w, 60-70 rpm / 5min recovery between. Do as reps on lefthand.","1.25","","2018-10-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sanitas Showdown","Run","Be active, but be smart!","1","","2018-10-24","","9278.5498046875","","","800"," *10/29/2018 Nate Wilson: Did you win?!* *10/29/2018 Matti Rowe: Sadly no.  One of the guys went 17:43!*","1.1726405620575","2.19799995422363","","66","","144","183","","","0.723920230259835","68.37","18","29","6","1","5","15","2","","","","","","","","","","","","","","",""
"TT (3x12)","Bike","Z1/Z2 warm up, gear limited to the little ring, 105+ rpm where terrain allows. Then efforts: 3x12min 300-330w, 60-70 rpm / 5min recovery between. Do as reps on lefthand.","1.5","","2018-10-25","","56244.26171875","243","460","1371.765"," *10/29/2018 Nate Wilson: Super. That's exactly what this workout looks like. Knocking this out 1x per week, adding layers as we go, and doing it for 8-10 weeks - we're gonna smooth out some of those kinks on the TT bike and just get you really familiar with your position.*","1.57115304470062","9.94400024414063","","73","","144","166","","","0.743826291401759","86.43","17","40","9","29","5","0","0","","","","15","38","10","28","5","0","0","","","","",""
"Transition Strength Workout","Strength","Read through the attached document and follow the instructions. The main goals here are to prevent injury by stretching the muscles that get shortened with cycling and also strengthening the overall body. Don't hesitate to ask if you've got any questions.","0.333333333333333","","2018-10-25","Let's keep doing some work over the next couple of months - but back off and make it a bit lighter. Let me know what you think, and if we want to mix in some more work we can. I'd like to see us in the big picture be back to lifting harder around December, and doing the meaty part of the workout as squats or hex bar deads followed by plyo - this is a great way to improve fast twitch recruitment, and get more out of your plyos.","","","","","","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sensations","Bike","60-90 min open ride go as you feel, enjoy!","1.5","","2018-10-26","","43774.6484375","308","656","1355.474"," *10/28/2018 Matti Rowe: Done fasted. Got wild at the end* *10/29/2018 Nate Wilson: A nice one. Good to go 55' @ 325w without HR drift, but guessing legs ran out of carb a bit.*","1.22586965560913","9.91899967193604","","87","","162","173","","","0.877960663358683","93.63","1","6","11","24","39","0","0","","","","4","4","11","33","22","1","0","","","","",""
"Flight to SF 1pm","Other","","","","2018-10-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"San Francisco Explore","Bike","General fitness day - totally fine to go shorter or longer.","3","","2018-10-27","","74572.15625","216","938","2232.575"," *10/28/2018 Matti Rowe: Damn fine ride* *10/29/2018 Nate Wilson: Awesome, always fun to explore some new terrain. Hope it was a good weekend!*","3.02057695388794","6.85799980163574","","81","","136","178","","","0.772715668525859","180.85","69","67","31","12","12","1","0","","","","77","24","20","21","17","20","5","","","","",""
"San Francisco Explore","Bike","General fitness day - totally fine to go shorter or longer.","3","","2018-10-28","","","","",""," *10/28/2018 Matti Rowe: Got tied up. Hemorrhaging fitness*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HVILE","Day Off","Day off, relax.","","","2018-10-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Flight back from SF 2pm","Other","","","","2018-10-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Transition Strength Workout","Strength","Read through the attached document and follow the instructions. The main goals here are to prevent injury by stretching the muscles that get shortened with cycling and also strengthening the overall body. Don't hesitate to ask if you've got any questions.","0.333333333333333","","2018-10-30","Let's keep doing some work over the next couple of months - but back off and make it a bit lighter. Let me know what you think, and if we want to mix in some more work we can. I'd like to see us in the big picture be back to lifting harder around December, and doing the meaty part of the workout as squats or hex bar deads followed by plyo - this is a great way to improve fast twitch recruitment, and get more out of your plyos.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hike or Jo (Eller Sykler)","Bike","Be active, but be smart!","","","2018-10-30","","39497.7890625","254","608","1125.214","","1.24197995662689","8.83399963378906","","86","","132","149","","","0.754817142561203","70.99","26","51","1","0","0","0","0","","","","12","19","20","18","6","1","0","","","","",""
"Sensations","Bike","60-90 min open ride go as you feel, enjoy!","1.25","","2018-10-31","","46035.87890625","290","1768","1364.077"," *11/05/2018 Nate Wilson: All good, all good. Break will be good - but with the aerobic base as good as it is now, we'll able to train pretty productively in December. You've freshened up mentally a bit ideally, but really general conditioning hasn't dropped at all through the Fall.* *11/05/2018 Matti Rowe: Yeah mentally I feel fresh - almost edgy - like I should be doing more.*","1.31781911849976","9.70400047302246","","88","","144","158","","","0.832291639743937","91.07","7","40","37","1","0","0","0","","","","6","9","17","38","11","0","0","","","","",""
"END BLOCK","Other","","","","2018-10-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TT (3x12) + HC","Bike","Z1/Z2 warm up, gear limited to the little ring, 105+ rpm where terrain allows. Then efforts: 3x12min 300-330w, 60-70 rpm / 5min recovery between. Do as reps on lefthand. Coming back in 36, do... 3x1min @ 320-350w, 110+ rpm / 1min recovery (prioritize cadence over power).","1.5","","2018-11-01","","48600.48828125","243","790","1230.579"," *11/02/2018 Matti Rowe: Smh. I gotta hit up Zach again - my body has adapted to the road bike fit and now the TT fit feels fugged. Some adjustments helped, but it's just wrong. On the bright side, I got in 2 intervals in a TT position, which is way better than not having any time in a TT position.* *11/05/2018 Nate Wilson: Not to say that taking another look at the TT fit is a bad thing to do BUT I would also keep in mind that TT fit may feel bad just because you may have tightened up a bit in response to the new road fit. In my mind that doesn't necessarily mean change the TT fit to react - just give it a couple workouts and observe. I'd like to see if you feel any different this week on the TT workout. Sometimes you may just have days where you're not quite sitting on the TT bike right, but it doesn't necessarily mean changing the fit is the answer.* *11/05/2018 Matti Rowe: Copy that!*","1.41619646549225","9.53299999237061","","72","","140","165","","","0.73362234495691","75.83","15","47","14","15","0","0","0","","","","14","32","14","23","3","0","0","","","","",""
"Winter Zones (FTP 360 --> 350)","Other","Matti, I'm just taking a touch off the FTP / zones as we move into winter. This is probably more reflective of where raw power will be post break. As you build back up we'll push up with time. For now you can keep these power zones in mind: FTP 350w ----------- 1/Recovery < 190w 2/Endurance 190-260 Low 3/Low Tempo 260-300 High 3/High Tempo 300-330 4/Threshold 330-370 5/VO2 Max 370-450 6/Supra Max 450+","","","2018-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Long Rhythm Change","Bike","15-20 min warm up. 1x30 min holding 280-310w baseline, every 3 min do 15 sec a bit harder out of the saddle - not a big attack or a specific power, just lifting it up a bit.","1.25","","2017-11-01","","32536.580078125","260","537","952.072"," *11/06/2017 Nate Wilson: How'd ya feel coming off sanitas? Effort looks solid - got it in.*","1.01924363878038","8.86699962615967","","89","","144","164","","","0.777605984543796","61.76","6","31","20","8","0","0","0","","","","5","22","20","10","3","2","1","","","","",""
"Sanitas Throw Down","Run","","0.666666666666667","","2017-11-01","","4327.83984375","","","400"," *11/01/2017 Matti Rowe: PR by 40 seconds* *11/06/2017 Nate Wilson: Nice!*","0.651800265842014","1.84399998188019","","65","","155","179","","","0.808156265801231","46.65","6","6","5","1","14","11","0","","","","","","","","","","","","","","",""
"Strength","Strength","Foundations/yoga moves to get loose This week, start bumping the weights up, moving to 2 sets of 8 reps of heavier weights on the squats. Prior to each set of squats, do a set of 5 box jumps, then 2 min recovery, then squats.","0.333333333333333","","2017-11-02","","","","","","","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MTB, Jog, or Ski","XC-Ski","An open aerobic day as complement to the strength work (still light!).","1.5","","2017-11-02","","20553.990234375","","","900","","1.41551744249132","4.03299999237061","","41","","138","175","","","0.645454704991251","65.9","20","54","10","3","4","0","0","","","","","","","","","","","","","","",""
"Hvile (or easy recovery spin)","Day Off","If you have time/energy and want to have a light Z1 type day - go for it!","","","2017-11-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Open Day","Bike","Your day!","2","","2017-11-04","","69534.7421875","236","584","1878.195","","2.21036580403646","8.73799991607666","","89","","146","163","","","0.699546170812572","108.22","3","87","50","4","0","0","0","","","","16","63","48","5","2","1","0","","","","",""
"Long End w/ Tempo Finish","Bike","2-2.5h general endurance, don't chase base wattage and go as comfortable. In the final hour, do 1x20 min climb @ 290-320w, can lift pace in final 5 min if feeling strong.","3.5","","2017-11-05","Good day to go longer if nice weather and time - key day for nutrition!!","89276.21875","243","713","2439.636"," *11/06/2017 Nate Wilson: Alright that'll do the trick for now.  This effort honestly looks really comfortable, but probably how you felt lifting it up in the final 5 min is a better litmus test. 1740 kJ in the bank prior to the effort.*","2.81099636501736","8.82199954986572","","89","","137","167","","","0.735770888879111","151.89","31","123","16","3","2","0","0","","","","23","63","59","15","10","3","0","","","","",""
"Hvile (or easy recovery spin)","Day Off","If you have time/energy and want to have a light Z1 type day - go for it!","","","2017-11-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","XC-Ski","","0.75","","2017-11-06","","11262.83984375","","","500","","0.753142496744792","4.15399980545044","","40","","131","162","","","0.612728131987481","31.1","18","27","1","1","0","0","0","","","","","","","","","","","","","","",""
"Strength","Strength","Foundations/yoga moves to get loose This week, start bumping the weights up, moving to 2 sets of 8 reps of heavier weights on the squats. Prior to each set of squats, do a set of 5 box jumps, then 2 min recovery, then squats.","0.333333333333333","","2017-11-06","","","","",""," *11/07/2017 Matti Rowe: Threw up 205 on the squats 8 times for the last rep and it felt doable.*","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MTB, Jog, or Ski","Run","An open aerobic day as complement to the strength work (still light!).","","","2017-11-07","","6286.06005859375","","","400","","0.511472778320312","3.41400003433228","","83","","145","157","","","0.821031156665653","37.55","2","19","13","0","0","0","0","","","","","","","","","","","","","","",""
"Tempo/LT + SIT","Bike","Z1/Z2 warm up 2-3 x 15m, depending on time, of: 3m 290-320w / 2m 350-380w Afterwards, do 5x10 sec sprint / 50 sec recovery, make these standing, but from a light gear so you're really revving it up quick. Cool down","1.25","","2017-11-08","","45582.53125","268","803","1349.582"," *11/10/2017 Nate Wilson: Maybe helped that it was cold - but HR was chilling on these.  Did they feel easy?* *11/11/2017 Matti Rowe: Yeah super comfortable* *11/13/2017 Nate Wilson: Good - time to start pushing you a bit harder on these I'd say. Also wanted to be sure that despite having some load Mon/Tues you recovered ok - which it looks like you did!*","1.40206922743056","9.0310001373291","","91","","145","173","","","0.834598050257697","97.4","15","31","26","17","6","0","0","","","","11","24","16","13","13","8","1","","","","",""
"Strength","Strength","Foundations/yoga moves to get loose This week, start bumping the weights up, moving to 2 sets of 8 reps of heavier weights on the squats. Prior to each set of squats, do a set of 5 box jumps, then 2 min recovery, then squats.","0.333333333333333","","2017-11-09","","","","",""," *11/10/2017 Matti Rowe: Hit 215 on the squats.*","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sprint Work (4x stomps, 2x stands)","Bike","Sprint workout today. Warm up, including 1x10min 270-300w @ 105+ rpm, then some sprints: -2x15sec seated sprints in the little ring, only shifting when you're really running out of gear, keep upper body quiet. -4x20sec ""stomps"", done seated, in a big gear, from a near stop (<10 mph), max acceleration, should only be hitting 100 rpm in the last 5 sec or so (adjust gear as necessary). -2x20sec standing starts, done in big gear, from a near stop (<10 mph), max acceleration, again hitting 100 rpm in the last 5 sec or so. Full recovery between sprints (minimum = 2min).","1.25","","2017-11-09","","28323.83984375","240","908","787.233"," *11/12/2017 Matti Rowe: Shifter cable snapped before I️ could get to the stands.* *11/13/2017 Nate Wilson: Bummer but also probably good that it didn't snap while you were full fuck out of the saddle in your biggest gear!*","0.912713623046875","8.61999988555908","","87","","138","170","","","0.766089814653908","53.14","13","35","7","2","1","0","0","","","","12","18","15","5","4","1","2","","","","",""
"MTB, Jog, or Ski","X-Train","An open aerobic day as complement to the strength work (still light!).","","","2017-11-10","This can be road bike, but keep it comfy and just prep for tomorrow.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Baseline Aerobic Limit Ride","Bike","15-20min easy warm up to get legs going. Then, goal is aerobic stress. High average power without going over Z3/Tempo (320w) Pick a route where you can stay fairly constant on the pedals, and minimize soft pedaling and coasting. Target a lot of time @ High Z2/Low Z3 (230-280w) 10min easy cool down to flush the effort.","3.5","","2017-11-11","10/21/17: 2.5h, 290w, 148bpm, 4.8% HR 11/11/17: 2.25h, 287w, 156bpm, 7%","84256.8203125","279","734","2476.283"," *11/11/2017 Matti Rowe: Sorry man pinched for time today.  Looks like similar wattage and 8 beats higher.  I'll make us proud another day.* *11/13/2017 Nate Wilson: No sweat - probably just showing that you're a bit fresh this week which is not super surprising.*","2.47530381944444","9.45499992370605","","87","","153","170","","","0.830176364646896","170.39","8","22","65","48","19","0","0","","","","14","15","38","58","26","1","0","","","","",""
"MTB or Hike or Ski","Run","1-3h of general aerobic activity - keeping it fairly comfy, and at a level where you'll recover well into next week rather than build more fatigue.","2","","2017-11-12","","","","",""," *11/12/2017 Matti Rowe: Family hike up green carrying Hads.  Woof 17lbs makes a difference.* *11/13/2017 Nate Wilson: Love it - yeah that's a power builder!* *11/13/2017 Nate Wilson: Looks like you were super low on sleep to.  Getting a recovery day Monday will probably not be the worst thing.*","2","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","",""
"Hvile (or easy recovery spin)","Day Off","If you have time/energy and want to have a light Z1 type day - go for it!","","","2017-11-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","","1.16666666666667","","2017-11-13","","37588.171875","246","1022","1035.052","","1.17041802300347","8.92099952697754","","89","","138","158","","","0.739856037358036","64.3","10","58","5","0","0","0","0","","","","9","16","35","8","2","1","0","","","","",""
"Strength","Strength","Foundations/yoga moves to get loose This week, start bumping the weights up, moving to 2 sets of 8 reps of heavier weights on the squats. Prior to each set of squats, do a set of 5 box jumps, then 2 min recovery, then squats.","0.333333333333333","","2017-11-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sprint Work (4x stomps, 4x stands)","Bike","Sprint workout today. Warm up, including 1x10min 270-300w @ 105+ rpm, then some sprints: -2x15sec seated sprints in the little ring, only shifting when you're really running out of gear, keep upper body quiet. -4x20sec ""stomps"", done seated, in a big gear, from a near stop (<10 mph), max acceleration, should only be hitting 100 rpm in the last 5 sec or so (adjust gear as necessary). -4x20sec standing starts, done in big gear, from a near stop (<10 mph), max acceleration, again hitting 100 rpm in the last 5 sec or so. Full recovery between sprints (minimum = 2min).","1.25","","2017-11-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z4 Pyramid (12 -15 - 12)","Bike","Warm up, then efforts: 12min Z4 15min Z3, with 15 sec spike every 3min 12 min Z4 Full recovery (minimum 8 min) between each piece.","1.25","","2017-11-15","Tough one today - prioritize pacing over flashy wattage","53033.859375","280","855","1634.186"," *11/15/2017 Matti Rowe: Last 5 minutes of the last interval felt pretty spicy* *11/16/2017 Nate Wilson: Great power as Z4 starting point in this context! We need to remember to take it with a grain of salt that 2x12 @ 380w in a 1.5h ride doesn't mean 12 min @ 380w 3.5h in - but good start!*","1.62390584309896","9.07199954986572","","89","","146","176","","","0.893104401518851","129.03","10","51","11","13","19","2","0","","","","12","21","23","12","9","20","1","","","","",""
"MTB, Jog, or Ski (RECOVERY PACE)","XC-Ski","An open aerobic day as complement to the strength work (still light!).","1","","2017-11-16","Fairly easy day - let's roll into a good Fri-Sun 3 day block.","16425.51953125","","","750","","1.11208970811632","4.10300016403198","","40","","141","171","","","0.657933644234944","53.48","18","33","19","1","1","0","0","","","","","","","","","","","","","","",""
"Strength","Strength","Foundations/yoga moves to get loose This week, start bumping the weights up, moving to 2 sets of 8 reps of heavier weights on the squats. Prior to each set of squats, do a set of 5 box jumps, then 2 min recovery, then squats.","0.333333333333333","","2017-11-16","","","","",""," *11/16/2017 Matti Rowe: Finished squats on 265 for 6 reps.*","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Staying Power","Bike","60-90 min @ 3h limit pace (270-290w). So this is tough, but it should potentially just be biting by the end. If it feels easy - that is great - doesn't mean you need to add wattage. Just loading up the legs a bit - Sat/Sun are priority. Throw in 2-3 x 5 min blocks in ""aero"" position @ 105+ rpm","1.25","","2017-11-17","","41832.12890625","285","591","1318.679"," *11/20/2017 Nate Wilson: Check, check - good to see HR looking fresh coming into the weekend.*","1.28765055338542","9.02400016784668","","87","","157","170","","","0.847454044062645","92.63","1","7","23","41","14","0","0","","","","7","4","16","32","18","1","0","","","","",""
